wav_filename,wav_filesize,transcript
/data/shared-task/train/user-73_2014-12-18_18-01-42_utt_113.wav,38438,this is too big
/data/shared-task/train/user-73_2014-12-18_18-01-42_utt_114.wav,51238,this is too big
/data/shared-task/train/user-73_2014-12-18_18-01-42_utt_116.wav,63398,i do not want this
/data/shared-task/train/user-73_2014-12-18_18-01-42_utt_118.wav,29478,i am fine
/data/shared-task/train/user-73_2014-12-18_18-01-42_utt_119.wav,36518,i would like boots
/data/shared-task/train/user-73_2014-12-18_18-01-42_utt_122.wav,44838,i would like a t-shirt
/data/shared-task/train/user-73_2014-12-18_18-01-42_utt_123.wav,49318,i would like a pink t-shirt
/data/shared-task/train/user-73_2014-12-18_18-01-42_utt_125.wav,42278,this is too big
/data/shared-task/train/user-73_2014-12-18_18-01-42_utt_126.wav,65318,i do not want this t-shirt
/data/shared-task/train/user-73_2014-12-18_18-01-42_utt_127.wav,51878,i do not want this
/data/shared-task/train/user-73_2014-12-18_18-01-42_utt_129.wav,28838,i am fine
/data/shared-task/train/user-73_2014-12-18_18-01-42_utt_133.wav,39078,i would like pants
/data/shared-task/train/user-73_2014-12-18_18-01-42_utt_134.wav,50598,i would like pants
/data/shared-task/train/user-73_2014-12-18_18-01-42_utt_135.wav,56358,i would like purple pants
/data/shared-task/train/user-73_2014-12-18_18-01-42_utt_137.wav,50598,how much it is coast
/data/shared-task/train/user-73_2014-12-18_18-01-42_utt_138.wav,56358,this is too expensive
/data/shared-task/train/user-73_2014-12-18_18-01-42_utt_141.wav,56998,where is the natural history museum
/data/shared-task/train/user-73_2014-12-18_18-01-42_utt_142.wav,58918,where is the oxford street
/data/shared-task/train/user-73_2014-12-18_18-01-42_utt_143.wav,39078,which bus goes there
/data/shared-task/train/user-73_2014-12-18_18-01-42_utt_145.wav,55718,marble arch is opposite hyde park
/data/shared-task/train/user-73_2014-12-18_18-01-42_utt_149.wav,54438,i would like go
/data/shared-task/train/user-73_2014-12-18_18-01-42_utt_152.wav,48038,i would like a orange juice
/data/shared-task/train/user-73_2014-12-18_18-01-42_utt_153.wav,51238,i would like a hamburger
/data/shared-task/train/user-73_2014-12-18_18-01-42_utt_154.wav,55078,i would like my hamburger well done
/data/shared-task/train/user-73_2014-12-18_18-01-42_utt_155.wav,48038,i would like a goulash soup
/data/shared-task/train/user-73_2014-12-18_18-01-42_utt_156.wav,54438,i would like the dessert menu
/data/shared-task/train/user-73_2014-12-18_18-01-42_utt_158.wav,37158,i would like the bill
/data/shared-task/train/user-73_2014-12-18_18-01-42_utt_159.wav,51878,i would like to pay with visa
/data/shared-task/train/user-73_2014-12-18_18-01-42_utt_162.wav,48678,i would like a orange juice
/data/shared-task/train/user-73_2014-12-18_18-01-42_utt_164.wav,48678,i would like my steak medium
/data/shared-task/train/user-73_2014-12-18_18-01-42_utt_167.wav,43558,i would like beans
/data/shared-task/train/user-73_2014-12-18_18-01-42_utt_168.wav,71078,this is not what i ordered
/data/shared-task/train/user-73_2014-12-18_18-01-42_utt_171.wav,55718,i would like the lemon cake
/data/shared-task/train/user-73_2014-12-18_18-01-42_utt_177.wav,56358,i would like to pay with mastercard
/data/shared-task/train/user-73_2014-12-18_18-01-42_utt_178.wav,53798,i would like to pay with swiss francs
/data/shared-task/train/user-73_2014-12-18_18-01-42_utt_179.wav,49958,i have smaller notes
/data/shared-task/train/user-73_2014-12-18_18-01-42_utt_182.wav,67238,i would like a ticket to westminster
/data/shared-task/train/user-73_2014-12-18_18-01-42_utt_183.wav,54438,i would like to pay with mastercard
/data/shared-task/train/user-73_2014-12-18_18-01-42_utt_186.wav,48038,i would like two musical tickets
/data/shared-task/train/user-73_2014-12-18_18-01-42_utt_187.wav,50598,i would like to go on thursday evening
/data/shared-task/train/user-73_2014-12-18_18-01-42_utt_189.wav,61478,i would like two tickets for the phantom the
/data/shared-task/train/user-73_2014-12-18_18-01-42_utt_192.wav,45478,i need two tickets
/data/shared-task/train/user-73_2014-12-18_18-01-42_utt_195.wav,49958,i would like two musical tickets
/data/shared-task/train/user-73_2014-12-18_18-01-42_utt_196.wav,57638,i would like to go on saturday evening
/data/shared-task/train/user-73_2014-12-18_18-01-42_utt_197.wav,57638,i would like two tickets for mamma mia
/data/shared-task/train/user-73_2014-12-18_18-01-42_utt_198.wav,51238,i would like to sit in the eighth row
/data/shared-task/train/user-73_2014-12-18_18-01-42_utt_200.wav,37798,i need four tickets
/data/shared-task/train/user-73_2014-12-18_18-01-42_utt_204.wav,49958,i would like four musical tickets
/data/shared-task/train/user-73_2014-12-18_18-01-42_utt_206.wav,55078,i would like four tickets for wicked
/data/shared-task/train/user-73_2014-12-18_18-01-42_utt_208.wav,91558,i would like tickets for the natural history museum
/data/shared-task/train/user-73_2014-12-18_18-01-42_utt_209.wav,78118,i would like tickets for the natural history museum
/data/shared-task/train/user-73_2014-12-18_18-01-42_utt_210.wav,42918,i need three tickets
/data/shared-task/train/user-242_2014-06-17_07-22-27_utt_010.wav,78118,thank you
/data/shared-task/train/user-242_2014-06-17_07-22-27_utt_011.wav,52518,okay
/data/shared-task/train/user-242_2014-06-17_07-22-27_utt_013.wav,60198,a single room please
/data/shared-task/train/user-242_2014-06-17_07-22-27_utt_014.wav,69158,a single room please
/data/shared-task/train/user-242_2014-06-17_07-22-27_utt_016.wav,112678,i would like a junior suite
/data/shared-task/train/user-243_2014-06-19_07-35-54_utt_003.wav,53158,one room for one week
/data/shared-task/train/user-243_2014-06-19_07-35-54_utt_004.wav,62118,a room for one week
/data/shared-task/train/user-243_2014-06-19_07-35-54_utt_006.wav,61478,a twin
/data/shared-task/train/user-243_2014-06-19_07-35-54_utt_007.wav,52518,a twin room please
/data/shared-task/train/user-243_2014-06-19_07-35-54_utt_010.wav,74918,i would like to pay by mastercard
/data/shared-task/train/user-243_2014-06-19_07-35-54_utt_011.wav,28198,yes
/data/shared-task/train/user-245_2014-06-12_07-35-57_utt_002.wav,108838,a room for five nights please
/data/shared-task/train/user-245_2014-06-12_07-35-57_utt_003.wav,49958,room one alone
/data/shared-task/train/user-245_2014-06-12_07-35-57_utt_004.wav,37798,a single room
/data/shared-task/train/user-245_2014-06-12_07-35-57_utt_005.wav,53158,a single room please
/data/shared-task/train/user-245_2014-06-16_20-10-57_utt_002.wav,71078,a room for three nights please
/data/shared-task/train/user-245_2014-06-16_20-10-57_utt_005.wav,101158,i would like a double room please
/data/shared-task/train/user-245_2014-06-16_20-10-57_utt_006.wav,76838,i would like a double room
/data/shared-task/train/user-245_2014-06-16_20-10-57_utt_008.wav,83238,i want with card pay
/data/shared-task/train/user-245_2014-06-16_20-10-57_utt_010.wav,61478,is there a restaurant
/data/shared-task/train/user-245_2014-06-16_20-10-57_utt_011.wav,65958,is there a hotel restaurant
/data/shared-task/train/user-245_2014-06-16_20-10-57_utt_017.wav,76198,i want two musical tickets please
/data/shared-task/train/user-245_2014-06-19_07-51-32_utt_003.wav,55718,a ticket to piccadilly circus
/data/shared-task/train/user-245_2014-06-19_07-51-32_utt_004.wav,79398,i want a ticket to piccadilly circus
/data/shared-task/train/user-245_2014-06-19_07-51-32_utt_005.wav,82598,i would like a ticket to piccadilly circus
/data/shared-task/train/user-245_2014-06-19_07-51-32_utt_008.wav,64678,i want pay with
/data/shared-task/train/user-245_2014-06-19_07-51-32_utt_009.wav,53798,i want with card
/data/shared-task/train/user-246_2014-06-10_13-05-30_utt_002.wav,46118,room for five nights
/data/shared-task/train/user-246_2014-06-10_13-05-30_utt_003.wav,74278,have you got a room for five nights
/data/shared-task/train/user-246_2014-06-10_13-05-30_utt_005.wav,35878,a twin room please
/data/shared-task/train/user-246_2014-06-10_13-05-30_utt_010.wav,56998,is there a hotel restaurant
/data/shared-task/train/user-246_2014-06-11_14-12-41_utt_002.wav,55078,three tickets to london
/data/shared-task/train/user-246_2014-06-11_14-12-41_utt_006.wav,72998,go on tuesday evening
/data/shared-task/train/user-246_2014-06-11_14-12-41_utt_010.wav,57638,my name is michelle
/data/shared-task/train/user-246_2014-06-11_14-12-41_utt_018.wav,50598,my name is erica
/data/shared-task/train/user-246_2014-06-11_14-12-41_utt_020.wav,55718,the city of austria is vienna
/data/shared-task/train/user-246_2014-06-11_14-12-41_utt_023.wav,43558,i go to holidays
/data/shared-task/train/user-246_2014-06-11_14-12-41_utt_024.wav,53158,i'm on holidays
/data/shared-task/train/user-83_2014-10-27_14-15-22_utt_007.wav,68518,i don't have a reservation
/data/shared-task/train/user-83_2014-10-27_14-15-22_utt_008.wav,63398,i don't have a reservation
/data/shared-task/train/user-83_2014-10-27_14-15-22_utt_009.wav,71078,no i do not have a reservation
/data/shared-task/train/user-83_2014-10-27_14-15-22_utt_010.wav,83238,i do not have a reservation
/data/shared-task/train/user-83_2014-10-27_14-15-22_utt_013.wav,62118,no i do not have a reservation
/data/shared-task/train/user-83_2014-10-27_14-15-22_utt_014.wav,78758,i want a room for three nights three nights
/data/shared-task/train/user-83_2014-10-27_14-15-22_utt_015.wav,72358,um i want a junior suite
/data/shared-task/train/user-83_2014-10-27_14-15-22_utt_017.wav,45478,i would like a junior suite
/data/shared-task/train/user-83_2014-10-27_14-15-22_utt_020.wav,60838,can i pay by credit card
/data/shared-task/train/user-83_2014-10-27_14-15-22_utt_021.wav,58278,what is the hotel bar
/data/shared-task/train/user-83_2014-10-27_14-15-22_utt_022.wav,73638,is there a hotel bar
/data/shared-task/train/user-83_2014-10-27_14-15-22_utt_023.wav,80038,is there a hotel bar
/data/shared-task/train/user-83_2014-10-27_14-15-22_utt_030.wav,73638,suite
/data/shared-task/train/user-83_2014-10-27_14-15-22_utt_031.wav,95398,i want to have a suite
/data/shared-task/train/user-83_2014-10-27_14-15-22_utt_034.wav,236198,can i pay by mastercard
/data/shared-task/train/user-83_2014-10-27_14-15-22_utt_035.wav,69158,can i pay pay by mastercard
/data/shared-task/train/user-83_2014-10-27_14-15-22_utt_036.wav,58918,there is it a hairdresser
/data/shared-task/train/user-83_2014-10-27_14-15-22_utt_037.wav,56358,where is the hairdresser
/data/shared-task/train/user-83_2014-10-27_14-15-22_utt_039.wav,44198,where is the hairdresser
/data/shared-task/train/user-83_2014-10-27_14-15-22_utt_047.wav,61478,i would like five tickets to london
/data/shared-task/train/user-83_2014-10-27_14-15-22_utt_053.wav,44198,i am from scotland
/data/shared-task/train/user-83_2014-10-27_14-15-22_utt_054.wav,56358,i am from scotland
/data/shared-task/train/user-83_2014-10-27_14-15-22_utt_058.wav,220198,i want to go at free days p m
/data/shared-task/train/user-83_2014-10-27_14-15-22_utt_061.wav,94118,i want four tickets for the phantom of the opera
/data/shared-task/train/user-83_2014-10-27_14-15-22_utt_064.wav,82598,i would like to sit in the seventh row
/data/shared-task/train/user-83_2014-10-27_14-15-22_utt_066.wav,170918,can i want pay four tickets for the london eye
/data/shared-task/train/user-83_2014-10-27_14-15-22_utt_067.wav,106278,can i also have tickets for the london eye
/data/shared-task/train/user-83_2014-10-27_14-15-22_utt_069.wav,54438,can i have two tickets
/data/shared-task/train/user-83_2014-11-03_18-30-17_utt_004.wav,94118,i would like a room for five nights
/data/shared-task/train/user-83_2014-11-03_18-30-17_utt_005.wav,95398,i would like to have a twin room
/data/shared-task/train/user-83_2014-11-03_18-30-17_utt_006.wav,40358,a twin room please
/data/shared-task/train/user-83_2014-11-03_18-30-17_utt_010.wav,45478,is there a hairdresser
/data/shared-task/train/user-83_2014-11-03_18-30-17_utt_011.wav,47398,where is the hairdresser
/data/shared-task/train/user-83_2014-11-03_18-30-17_utt_014.wav,120358,i would leave three tickets for london
/data/shared-task/train/user-83_2014-11-03_18-30-17_utt_015.wav,60198,i would like three tickets to london
/data/shared-task/train/user-83_2014-11-03_18-41-45_utt_003.wav,58278,no i do not have a reservation
/data/shared-task/train/user-83_2014-11-03_18-41-45_utt_005.wav,63398,i would like a room for three nights
/data/shared-task/train/user-83_2014-11-03_18-41-45_utt_006.wav,65958,i would please a twin room
/data/shared-task/train/user-83_2014-11-03_18-41-45_utt_008.wav,78118,i would pay with the post card
/data/shared-task/train/user-83_2014-11-03_18-41-45_utt_009.wav,60198,i would like to pay by post card
/data/shared-task/train/user-83_2014-11-03_18-41-45_utt_010.wav,69158,is there a fitness studio
/data/shared-task/train/user-83_2014-11-03_18-41-45_utt_012.wav,35238,where is the gym
/data/shared-task/train/user-83_2014-11-03_18-41-45_utt_018.wav,74918,i want four tickets for for sunday night
/data/shared-task/train/user-83_2014-11-03_18-41-45_utt_019.wav,109478,please four tickets for the king of the lion
/data/shared-task/train/user-83_2014-11-03_18-41-45_utt_023.wav,71718,i would like to sit in the fourth row
/data/shared-task/train/user-83_2014-11-03_18-41-45_utt_024.wav,76198,can i help you with anything else tickets for the science museum
/data/shared-task/train/user-83_2014-11-03_18-41-45_utt_029.wav,60198,i will please four tickets to london
/data/shared-task/train/user-83_2014-11-03_18-41-45_utt_031.wav,64678,i want to leave at nine o'clock tomorrow
/data/shared-task/train/user-83_2014-11-03_18-41-45_utt_034.wav,55078,how much does it cost
/data/shared-task/train/user-83_2014-11-04_17-31-15_utt_004.wav,184998,i would please four rooms for i would please a room for four nights
/data/shared-task/train/user-83_2014-11-04_17-31-15_utt_005.wav,71078,i would please a room for four night
/data/shared-task/train/user-83_2014-11-04_17-31-15_utt_006.wav,58918,a double room
/data/shared-task/train/user-83_2014-11-04_17-31-15_utt_008.wav,55078,can i pay by post card
/data/shared-task/train/user-83_2014-11-04_17-31-15_utt_010.wav,51878,who is the hotel bar
/data/shared-task/train/user-83_2014-11-04_17-31-15_utt_011.wav,45478,where is the hotel bar
/data/shared-task/train/user-83_2014-11-04_17-31-15_utt_014.wav,721958,my toilet is dirty
/data/shared-task/train/user-83_2014-11-04_17-31-15_utt_017.wav,60198,where is the hairdryer
/data/shared-task/train/user-83_2014-11-04_17-31-15_utt_018.wav,78758,where i can pay a hairdryer
/data/shared-task/train/user-83_2014-11-04_17-31-15_utt_023.wav,46758,i do not have a reservation
/data/shared-task/train/user-83_2014-11-04_17-31-15_utt_024.wav,80038,i don't have a reservation
/data/shared-task/train/user-83_2014-11-04_17-31-15_utt_025.wav,51238,i do not have a reservation
/data/shared-task/train/user-83_2014-11-06_19-23-22_utt_002.wav,80678,i have not a reservation
/data/shared-task/train/user-83_2014-11-06_19-23-22_utt_003.wav,67238,i would please a room for four nights
/data/shared-task/train/user-83_2014-11-06_19-23-22_utt_004.wav,39078,single room
/data/shared-task/train/user-83_2014-11-06_19-23-22_utt_006.wav,60838,can i pay by mastercard
/data/shared-task/train/user-83_2014-11-06_19-23-22_utt_007.wav,55078,is there a lift
/data/shared-task/train/user-83_2014-11-06_19-23-22_utt_013.wav,27558,i'm good
/data/shared-task/train/user-83_2014-11-06_19-23-22_utt_015.wav,55718,i am looking for sandals
/data/shared-task/train/user-83_2014-11-06_19-23-22_utt_016.wav,57638,i would please white sandals
/data/shared-task/train/user-83_2014-11-06_19-23-22_utt_020.wav,37158,i would please a shirt
/data/shared-task/train/user-83_2014-11-06_19-23-22_utt_021.wav,53798,i would please a green shirt
/data/shared-task/train/user-83_2014-11-06_19-23-22_utt_025.wav,48038,how money cost the shirt
/data/shared-task/train/user-83_2014-11-06_19-23-22_utt_027.wav,44198,the shirt is too expensive
/data/shared-task/train/user-83_2014-11-06_19-23-22_utt_031.wav,50598,i would please a steak
/data/shared-task/train/user-83_2014-11-06_19-23-22_utt_032.wav,36518,i want the steak
/data/shared-task/train/user-83_2014-11-06_19-23-22_utt_033.wav,49318,i would like my steak well done
/data/shared-task/train/user-83_2014-11-06_19-23-22_utt_034.wav,36518,i want chips
/data/shared-task/train/user-83_2014-11-06_19-23-22_utt_035.wav,46118,i want a dessert card
/data/shared-task/train/user-83_2014-11-06_19-23-22_utt_036.wav,44198,the dessert menu please
/data/shared-task/train/user-83_2014-11-06_19-23-22_utt_038.wav,51878,i would like the raspberry sorbet
/data/shared-task/train/user-83_2014-11-06_19-23-22_utt_040.wav,51238,i would pay with mastercard
/data/shared-task/train/user-83_2014-11-06_19-23-22_utt_044.wav,46758,i would like a sparkling water
/data/shared-task/train/user-83_2014-11-06_19-23-22_utt_045.wav,34598,i want the steak
/data/shared-task/train/user-83_2014-11-06_19-23-22_utt_047.wav,52518,can i have mashed potato
/data/shared-task/train/user-83_2014-11-06_19-23-22_utt_048.wav,42918,the dessert menu please
/data/shared-task/train/user-83_2014-11-06_19-23-22_utt_050.wav,43558,the apple pie please
/data/shared-task/train/user-83_2014-11-06_19-23-22_utt_056.wav,49958,where is the national gallery
/data/shared-task/train/user-83_2014-11-06_19-23-22_utt_057.wav,31398,where is the big ben
/data/shared-task/train/user-83_2014-11-06_19-23-22_utt_058.wav,55078,how bus drives there
/data/shared-task/train/user-83_2014-11-07_18-13-18_utt_002.wav,56358,i do not have a reservation
/data/shared-task/train/user-83_2014-11-07_18-13-18_utt_003.wav,60198,i would please a room for four nights
/data/shared-task/train/user-83_2014-11-07_18-13-18_utt_004.wav,77478,i would please a room for three nights
/data/shared-task/train/user-83_2014-11-07_18-13-18_utt_007.wav,49318,i would please a double room
/data/shared-task/train/user-83_2014-11-07_18-13-18_utt_009.wav,50598,i would payed by visa
/data/shared-task/train/user-83_2014-11-07_18-13-18_utt_011.wav,63398,i would like to pay by visa
/data/shared-task/train/user-83_2014-11-07_18-13-18_utt_013.wav,33318,is there a lift
/data/shared-task/train/user-83_2014-11-07_18-13-18_utt_014.wav,24998,where is the lift
/data/shared-task/train/user-83_2014-11-07_18-13-18_utt_021.wav,51878,i would like a double room
/data/shared-task/train/user-83_2014-11-07_18-13-18_utt_022.wav,69798,i would like to pay by post card
/data/shared-task/train/user-83_2014-11-07_18-13-18_utt_023.wav,53798,is there a hotel restaurant
/data/shared-task/train/user-83_2014-11-07_18-13-18_utt_024.wav,53798,where is the hotel restaurant
/data/shared-task/train/user-86_2014-11-12_13-18-24_utt_008.wav,9638,hi
/data/shared-task/train/user-88_2014-11-26_09-07-28_utt_002.wav,44838,no i don't have a reservation
/data/shared-task/train/user-88_2014-11-26_09-07-28_utt_003.wav,42278,i don't have a reservation
/data/shared-task/train/user-88_2014-11-26_09-07-28_utt_005.wav,26918,i'm good
/data/shared-task/train/user-88_2014-11-26_09-07-28_utt_006.wav,39078,i would like some boots
/data/shared-task/train/user-88_2014-11-26_09-07-28_utt_007.wav,39718,i would like some boots
/data/shared-task/train/user-88_2014-11-26_09-07-28_utt_009.wav,40358,i would like white boots
/data/shared-task/train/user-88_2014-11-26_09-07-28_utt_011.wav,33318,i am a forty
/data/shared-task/train/user-88_2014-11-26_09-07-28_utt_013.wav,39078,i would like jeans
/data/shared-task/train/user-88_2014-11-26_09-07-28_utt_014.wav,30758,i am looking for jeans
/data/shared-task/train/user-88_2014-11-26_09-07-28_utt_015.wav,38438,i am looking for jeans
/data/shared-task/train/user-88_2014-11-26_09-07-28_utt_019.wav,27558,i would like a coke
/data/shared-task/train/user-88_2014-11-26_09-07-28_utt_020.wav,49958,i would like the sunday roast
/data/shared-task/train/user-88_2014-11-26_09-07-28_utt_021.wav,50598,i would like my sunday roast well done
/data/shared-task/train/user-88_2014-11-26_09-07-28_utt_022.wav,37158,i would like a mixed salad
/data/shared-task/train/user-88_2014-11-27_14-37-40_utt_002.wav,46758,i would like four musical tickets
/data/shared-task/train/user-88_2014-11-27_14-37-40_utt_003.wav,58278,i would like tickets for sunday evening
/data/shared-task/train/user-88_2014-11-27_14-37-40_utt_006.wav,49318,i would like four tickets for the lion king
/data/shared-task/train/user-88_2014-11-27_14-37-40_utt_007.wav,42918,i would like to sit in the ninth row
/data/shared-task/train/user-88_2014-11-27_14-37-40_utt_008.wav,45478,i would like tickets for the london eye
/data/shared-task/train/user-88_2014-11-27_14-37-40_utt_009.wav,32678,i would like four tickets
/data/shared-task/train/user-88_2014-11-27_14-37-40_utt_010.wav,34598,i would like four tickets
/data/shared-task/train/user-88_2014-11-27_14-37-40_utt_013.wav,24358,i'm fine
/data/shared-task/train/user-88_2014-11-27_14-37-40_utt_015.wav,30758,i would like some boots
/data/shared-task/train/user-88_2014-11-27_14-37-40_utt_018.wav,33958,thirty eight
/data/shared-task/train/user-88_2014-11-27_14-37-40_utt_019.wav,32678,i am a thirty-eight
/data/shared-task/train/user-88_2014-11-27_14-37-40_utt_020.wav,32038,i would like jeans
/data/shared-task/train/user-88_2014-11-27_14-37-40_utt_021.wav,33958,i would like red jeans
/data/shared-task/train/user-88_2014-11-27_14-37-40_utt_022.wav,26278,i am a small
/data/shared-task/train/user-88_2014-11-27_14-37-40_utt_023.wav,48678,how much does the jeans cost
/data/shared-task/train/user-88_2014-11-27_14-37-40_utt_024.wav,51238,no thank you the jeans is too expensive
/data/shared-task/train/user-88_2014-11-27_14-37-40_utt_025.wav,58918,no thank you the jeans is too expensive
/data/shared-task/train/user-88_2014-11-27_14-37-40_utt_028.wav,39078,i would like two tickets to london
/data/shared-task/train/user-88_2014-11-27_14-37-40_utt_030.wav,41638,i want to leave at ten o'clock tomorrow
/data/shared-task/train/user-88_2014-12-04_14-39-01_utt_007.wav,28838,a twin room please
/data/shared-task/train/user-88_2014-12-04_14-39-01_utt_008.wav,31398,a twin room please
/data/shared-task/train/user-88_2014-12-10_09-10-51_utt_002.wav,29478,i am fine
/data/shared-task/train/user-88_2014-12-10_09-10-51_utt_003.wav,32038,i am fine
/data/shared-task/train/user-88_2014-12-10_09-10-51_utt_004.wav,35878,i would like boots
/data/shared-task/train/user-88_2014-12-10_09-10-51_utt_005.wav,46758,i would like blue boots
/data/shared-task/train/user-88_2014-12-10_09-10-51_utt_006.wav,26918,forty
/data/shared-task/train/user-88_2014-12-10_09-10-51_utt_007.wav,21798,forty
/data/shared-task/train/user-88_2014-12-10_09-10-51_utt_012.wav,48038,i would like a white t-shirt
/data/shared-task/train/user-88_2014-12-10_09-10-51_utt_015.wav,33958,how much do this cost
/data/shared-task/train/user-88_2014-12-10_09-10-51_utt_016.wav,44198,the t-shirt is too expensive
/data/shared-task/train/user-89_2014-11-07_12-29-49_utt_004.wav,36518,i want a room for five nights
/data/shared-task/train/user-89_2014-11-07_12-29-49_utt_005.wav,46118,i want a i would like a double room
/data/shared-task/train/user-89_2014-11-07_12-29-49_utt_009.wav,47398,i would buy with euros
/data/shared-task/train/user-89_2014-11-07_12-29-49_utt_011.wav,26278,is there a gym
/data/shared-task/train/user-89_2014-11-07_12-29-49_utt_018.wav,38438,i am from italy
/data/shared-task/train/user-89_2014-11-07_12-29-49_utt_020.wav,28838,i have two brothers
/data/shared-task/train/user-89_2014-11-07_12-29-49_utt_021.wav,24998,i go in the holidays
/data/shared-task/train/user-89_2014-11-07_12-29-49_utt_022.wav,33318,i am going on holidays
/data/shared-task/train/user-89_2014-11-07_12-29-49_utt_023.wav,27558,this is my passport
/data/shared-task/train/user-89_2014-11-07_12-29-49_utt_029.wav,89638,i need a ticket for the nothing hill fuck
/data/shared-task/train/user-89_2014-11-07_12-29-49_utt_030.wav,49958,i would like a ticket to notting hill
/data/shared-task/train/user-89_2014-11-07_12-29-49_utt_034.wav,24998,can i pay with dollars
/data/shared-task/train/user-89_2014-11-07_12-29-49_utt_038.wav,31398,can i pay with mastercard
/data/shared-task/train/user-89_2014-11-07_12-29-49_utt_042.wav,22438,i'm good
/data/shared-task/train/user-89_2014-11-07_12-29-49_utt_050.wav,39078,i want a shirt
/data/shared-task/train/user-89_2014-11-07_12-29-49_utt_055.wav,25638,i am a small
/data/shared-task/train/user-89_2014-11-07_12-29-49_utt_056.wav,31398,how much does it cost
/data/shared-task/train/user-89_2014-11-07_12-29-49_utt_057.wav,39078,the shirt is too expensive
/data/shared-task/train/user-89_2014-11-19_11-45-55_utt_007.wav,29478,i want to pay with visa
/data/shared-task/train/user-89_2014-11-19_11-45-55_utt_009.wav,44838,is there a coiffeur a hairdresser
/data/shared-task/train/user-89_2014-11-20_11-33-16_utt_003.wav,34598,i don't have a reservation
/data/shared-task/train/user-89_2014-11-20_11-33-16_utt_005.wav,74278,no i do not have a reservation
/data/shared-task/train/user-89_2014-11-20_11-33-16_utt_007.wav,24998,a double room
/data/shared-task/train/user-89_2014-11-20_11-33-16_utt_008.wav,48038,can i pay with master card
/data/shared-task/train/user-89_2014-11-20_11-33-16_utt_009.wav,35878,is there a swimming pool
/data/shared-task/train/user-89_2014-11-20_11-33-16_utt_010.wav,33958,where is the swimming pool
/data/shared-task/train/user-89_2014-11-20_11-33-16_utt_012.wav,31398,the bathroom is dirty
/data/shared-task/train/user-89_2014-11-20_11-33-16_utt_014.wav,36518,there aren't shampoo in the room
/data/shared-task/train/user-89_2014-11-20_12-27-24_utt_002.wav,44838,i need a ticket to the green park
/data/shared-task/train/user-89_2014-11-20_13-01-12_utt_002.wav,53798,i need a ticket to trafalgar square
/data/shared-task/train/user-89_2014-11-20_13-31-01_utt_002.wav,44198,no i don't have a reservation
/data/shared-task/train/user-89_2014-11-20_13-31-01_utt_003.wav,48678,i want a room for five nights äh for two nights
/data/shared-task/train/user-89_2014-11-20_13-31-01_utt_006.wav,48678,i want a single room
/data/shared-task/train/user-89_2014-11-20_13-31-01_utt_008.wav,36518,can i pay with mastercard
/data/shared-task/train/user-89_2014-11-20_13-31-01_utt_009.wav,27558,is there a lift
/data/shared-task/train/user-89_2014-11-20_19-20-07_utt_003.wav,32038,where is big ben
/data/shared-task/train/user-89_2014-11-20_19-20-07_utt_004.wav,30118,which bus goes there
/data/shared-task/train/user-89_2014-11-20_19-20-07_utt_006.wav,68518,the big ben is near to the houses of parliament
/data/shared-task/train/user-89_2014-11-20_19-57-52_utt_002.wav,32678,i don't have a reservation
/data/shared-task/train/user-91_2014-11-26_09-08-59_utt_003.wav,64038,i have no reservation
/data/shared-task/train/user-91_2014-11-26_09-08-59_utt_004.wav,60838,i don't have a reservation
/data/shared-task/train/user-91_2014-11-26_09-08-59_utt_005.wav,55718,i want a room for four nights
/data/shared-task/train/user-91_2014-11-26_09-08-59_utt_008.wav,58918,i want with the mastercard oh
/data/shared-task/train/user-91_2014-11-26_09-08-59_utt_009.wav,56998,is there a indoor swimming pool
/data/shared-task/train/user-91_2014-11-26_09-08-59_utt_010.wav,82598,has it a swimming pool
/data/shared-task/train/user-91_2014-11-26_09-08-59_utt_015.wav,51878,i want five tickets to london
/data/shared-task/train/user-91_2014-11-26_09-08-59_utt_016.wav,54438,i want five tickets to london
/data/shared-task/train/user-91_2014-11-26_09-08-59_utt_018.wav,92198,i would like to leave at saturday afternoon
/data/shared-task/train/user-91_2014-11-26_09-08-59_utt_019.wav,121638,i would like to leave on saturday afternoon
/data/shared-task/train/user-91_2014-11-26_09-08-59_utt_020.wav,89638,i would like to leave on saturday afternoon
/data/shared-task/train/user-91_2014-11-26_09-08-59_utt_022.wav,40358,my name is mona
/data/shared-task/train/user-91_2014-11-27_14-43-08_utt_002.wav,45478,i have no reservation
/data/shared-task/train/user-91_2014-11-27_14-43-08_utt_003.wav,49958,i don't have a reservation
/data/shared-task/train/user-91_2014-11-27_14-43-08_utt_004.wav,51238,i don't have a reservation
/data/shared-task/train/user-91_2014-11-27_14-43-08_utt_005.wav,55718,i have no reservation
/data/shared-task/train/user-91_2014-11-27_14-43-08_utt_008.wav,42918,a room for one week
/data/shared-task/train/user-91_2014-11-27_14-43-08_utt_009.wav,48678,i want a room for one week
/data/shared-task/train/user-91_2014-12-04_14-37-54_utt_002.wav,29478,i'm fine
/data/shared-task/train/user-91_2014-12-04_14-37-54_utt_003.wav,41638,i'm fine
/data/shared-task/train/user-91_2014-12-04_14-37-54_utt_004.wav,37798,i'm fine
/data/shared-task/train/user-91_2014-12-04_14-37-54_utt_005.wav,30758,i am fine
/data/shared-task/train/user-91_2014-12-04_14-37-54_utt_008.wav,35878,i want boots
